forest,plan,year,live_carbon_t_per_ha,soil_carbon_t_per_ha,product_carbon_t_per_ha,substitution_credit_t_carbon_per_ha,total_co2e_t_per_ha
temperate mixed hardwood community forest,extended_50_year,97,159.0884,84.8978,32.5993,6.5201,1038.0535
temperate mixed hardwood community forest,extended_50_year,98,159.9232,84.9061,32.1957,6.4492,1039.4054
temperate mixed hardwood community forest,extended_50_year,99,160.7454,84.9143,31.7991,6.3793,1040.7398
temperate mixed hardwood community forest,extended_50_year,100,161.5551,84.9224,31.4091,6.3105,1042.0562
temperate mixed hardwood community forest,current_40_year,0,118.0,82.0,0.0,0.0,733.3333
temperate mixed hardwood community forest,current_40_year,1,119.7567,82.0176,0.0,0.0,739.8391
temperate mixed hardwood community forest,current_40_year,2,121.5028,82.035,0.0,0.0,746.3056
temperate mixed hardwood community forest,current_40_year,3,123.2375,82.0524,0.0,0.0,752.7296
temperate mixed hardwood community forest,current_40_year,4,124.96,82.0696,0.0,0.0,759.1085
temperate mixed hardwood community forest,current_40_year,5,126.6695,82.0867,0.0,0.0,765.4395
temperate mixed hardwood community forest,current_40_year,6,128.3654,82.1037,0.0,0.0,771.7199
temperate mixed hardwood community forest,current_40_year,7,130.047,82.1205,0.0,0.0,777.9473
temperate mixed hardwood community forest,current_40_year,8,131.7136,82.1371,0.0,0.0,784.1194
temperate mixed hardwood community forest,current_40_year,9,133.3647,82.1536,0.0,0.0,790.2338
temperate mixed hardwood community forest,current_40_year,10,134.9996,82.17,0.0,0.0,796.2884
temperate mixed hardwood community forest,current_40_year,11,136.6178,82.1862,0.0,0.0,802.2811
temperate mixed hardwood community forest,current_40_year,12,138.2188,82.2022,0.0,0.0,808.2102
temperate mixed hardwood community forest,current_40_year,13,139.8021,82.218,0.0,0.0,814.0738
temperate mixed hardwood community forest,current_40_year,14,141.3673,82.2337,0.0,0.0,819.8702
temperate mixed hardwood community forest,current_40_year,15,142.9139,82.2491,0.0,0.0,825.5979
temperate mixed hardwood community forest,current_40_year,16,144.4416,82.2644,0.0,0.0,831.2556
temperate mixed hardwood community forest,current_40_year,17,145.9501,82.2795,0.0,0.0,836.8418
temperate mixed hardwood community forest,current_40_year,18,147.4389,82.2944,0.0,0.0,842.3555
temperate mixed hardwood community forest,current_40_year,19,148.9079,82.3091,0.0,0.0,847.7956
temperate mixed hardwood community forest,current_40_year,20,150.3567,82.3236,0.0,0.0,853.161
temperate mixed hardwood community forest,current_40_year,21,151.7852,82.3379,0.0,0.0,858.4511
temperate mixed hardwood community forest,current_40_year,22,153.1931,82.3519,0.0,0.0,863.665
temperate mixed hardwood community forest,current_40_year,23,154.5802,82.3658,0.0,0.0,868.8021
temperate mixed hardwood community forest,current_40_year,24,155.9465,82.3795,0.0,0.0,873.862
temperate mixed hardwood community forest,current_40_year,25,157.2918,82.3929,0.0,0.0,878.8441
temperate mixed hardwood community forest,current_40_year,26,158.6161,82.4062,0.0,0.0,883.7482
temperate mixed hardwood community forest,current_40_year,27,159.9192,82.4192,0.0,0.0,888.574
temperate mixed hardwood community forest,current_40_year,28,161.2011,82.432,0.0,0.0,893.3214
temperate mixed hardwood community forest,current_40_year,29,162.4618,82.4446,0.0,0.0,897.9903
temperate mixed hardwood community forest,current_40_year,30,163.7014,82.457,0.0,0.0,902.5808
temperate mixed hardwood community forest,current_40_year,31,164.9198,82.4692,0.0,0.0,907.0929
temperate mixed hardwood community forest,current_40_year,32,166.117,82.4812,0.0,0.0,911.5268
temperate mixed hardwood community forest,current_40_year,33,167.2933,82.4929,0.0,0.0,915.8828
temperate mixed hardwood community forest,current_40_year,34,168.4486,82.5045,0.0,0.0,920.1612
temperate mixed hardwood community forest,current_40_year,35,169.583,82.5158,0.0,0.0,924.3624
temperate mixed hardwood community forest,current_40_year,36,170.6967,82.527,0.0,0.0,928.4868
temperate mixed hardwood community forest,current_40_year,37,171.7898,82.5379,0.0,0.0,932.5349
temperate mixed hardwood community forest,current_40_year,38,172.8624,82.5486,0.0,0.0,936.5072
temperate mixed hardwood community forest,current_40_year,39,173.9148,82.5591,0.0,0.0,940.4045
temperate mixed hardwood community forest,current_40_year,40,174.947,82.5695,0.0,0.0,944.2272
temperate mixed hardwood community forest,current_40_year,41,87.9797,84.5151,79.1817,12.4315,968.3963
temperate mixed hardwood community forest,current_40_year,42,89.3486,84.5288,76.2506,12.2094,961.9038
temperate mixed hardwood community forest,current_40_year,43,90.7175,84.5425,73.633,11.9992,956.6045
temperate mixed hardwood community forest,current_40_year,44,92.0859,84.5562,71.2822,11.7993,952.3201
temperate mixed hardwood community forest,current_40_year,45,93.4534,84.5699,69.159,11.6086,948.9
temperate mixed hardwood community forest,current_40_year,46,94.8194,84.5835,67.2302,11.4261,946.2171
temperate mixed hardwood community forest,current_40_year,47,96.1835,84.5972,65.4678,11.2507,944.1638
temperate mixed hardwood community forest,current_40_year,48,97.5451,84.6108,63.8483,11.0819,942.6493
temperate mixed hardwood community forest,current_40_year,49,98.9039,84.6244,62.3518,10.9188,941.5963
temperate mixed hardwood community forest,current_40_year,50,100.2594,84.6379,60.9615,10.7611,940.9397
temperate mixed hardwood community forest,current_40_year,51,101.611,84.6515,59.6632,10.6081,940.6238
temperate mixed hardwood community forest,current_40_year,52,102.9584,84.6649,58.4449,10.4595,940.6017
temperate mixed hardwood community forest,current_40_year,53,104.3011,84.6784,57.2964,10.315,940.8331
temperate mixed hardwood community forest,current_40_year,54,105.6387,84.6917,56.2091,10.1742,941.2839
temperate mixed hardwood community forest,current_40_year,55,106.9708,84.7051,55.1758,10.0369,941.9247
temperate mixed hardwood community forest,current_40_year,56,108.2969,84.7183,54.1902,9.9029,942.7306
temperate mixed hardwood community forest,current_40_year,57,109.6167,84.7315,53.2471,9.7719,943.68
temperate mixed hardwood community forest,current_40_year,58,110.9298,84.7446,52.342,9.6438,944.7544
temperate mixed hardwood community forest,current_40_year,59,112.2358,84.7577,51.4711,9.5184,945.9379
temperate mixed hardwood community forest,current_40_year,60,113.5344,84.7707,50.6311,9.3956,947.2166
temperate mixed hardwood community forest,current_40_year,61,114.8252,84.7836,49.8192,9.2753,948.5786
temperate mixed hardwood community forest,current_40_year,62,116.1078,84.7964,49.0329,9.1574,950.0133
temperate mixed hardwood community forest,current_40_year,63,117.382,84.8092,48.2703,9.0417,951.5116
temperate mixed hardwood community forest,current_40_year,64,118.6474,84.8218,47.5295,8.9282,953.0655
temperate mixed hardwood community forest,current_40_year,65,119.9038,84.8344,46.809,8.8168,954.6678
temperate mixed hardwood community forest,current_40_year,66,121.1508,84.8469,46.1074,8.7074,956.3124
temperate mixed hardwood community forest,current_40_year,67,122.3882,84.8592,45.4235,8.6,957.9935
temperate mixed hardwood community forest,current_40_year,68,123.6157,84.8715,44.7563,8.4945,959.7062
temperate mixed hardwood community forest,current_40_year,69,124.8331,84.8837,44.105,8.3908,961.4461
temperate mixed hardwood community forest,current_40_year,70,126.0402,84.8958,43.4686,8.2889,963.209
temperate mixed hardwood community forest,current_40_year,71,127.2366,84.9077,42.8464,8.1888,964.9914
temperate mixed hardwood community forest,current_40_year,72,128.4222,84.9196,42.2379,8.0903,966.79
temperate mixed hardwood community forest,current_40_year,73,129.5968,84.9313,41.6424,7.9935,968.6016
temperate mixed hardwood community forest,current_40_year,74,130.7603,84.943,41.0594,7.8983,970.4236
temperate mixed hardwood community forest,current_40_year,75,131.9124,84.9545,40.4885,7.8047,972.2535
temperate mixed hardwood community forest,current_40_year,76,133.053,84.9659,39.9292,7.7125,974.0888
temperate mixed hardwood community forest,current_40_year,77,134.1819,84.9772,39.381,7.6219,975.9274
temperate mixed hardwood community forest,current_40_year,78,135.2991,84.9883,38.8437,7.5328,977.7674
temperate mixed hardwood community forest,current_40_year,79,136.4043,84.9994,38.3168,7.445,979.6069
temperate mixed hardwood community forest,current_40_year,80,137.4974,85.0103,37.8001,7.3587,981.4442
temperate mixed hardwood community forest,current_40_year,81,69.2892,86.5455,99.6536,17.0643,999.3597
temperate mixed hardwood community forest,current_40_year,82,70.2472,86.5551,96.848,16.8057,991.6716
temperate mixed hardwood community forest,current_40_year,83,71.2058,86.5647,94.2985,16.5577,984.9644
temperate mixed hardwood community forest,current_40_year,84,72.1647,86.5743,91.9683,16.3192,979.0969
temperate mixed hardwood community forest,current_40_year,85,73.1237,86.5838,89.826,16.0892,973.9502
temperate mixed hardwood community forest,current_40_year,86,74.0825,86.5934,87.8455,15.8668,969.4237
temperate mixed hardwood community forest,current_40_year,87,75.0409,86.603,86.0044,15.6513,965.4323
temperate mixed hardwood community forest,current_40_year,88,75.9987,86.6126,84.2841,15.4421,961.9038
temperate mixed hardwood community forest,current_40_year,89,76.9556,86.6222,82.6685,15.2385,958.7774
temperate mixed hardwood community forest,current_40_year,90,77.9112,86.6317,81.1443,15.0403,956.001
temperate mixed hardwood community forest,current_40_year,91,78.8655,86.6413,79.7002,14.8469,953.5308
temperate mixed hardwood community forest,current_40_year,92,79.8182,86.6508,78.3264,14.6581,951.3293
temperate mixed hardwood community forest,current_40_year,93,80.7689,86.6603,77.0149,14.4735,949.3645
temperate mixed hardwood community forest,current_40_year,94,81.7175,86.6698,75.7586,14.2929,947.6091
temperate mixed hardwood community forest,current_40_year,95,82.6638,86.6792,74.5518,14.116,946.0398
temperate mixed hardwood community forest,current_40_year,96,83.6075,86.6887,73.3892,13.9427,944.6366
temperate mixed hardwood community forest,current_40_year,97,84.5484,86.6981,72.2667,13.7728,943.3821
temperate mixed hardwood community forest,current_40_year,98,85.4863,86.7075,71.1806,13.6061,942.2616
temperate mixed hardwood community forest,current_40_year,99,86.4209,86.7168,70.1276,13.4424,941.2621
temperate mixed hardwood community forest,current_40_year,100,87.3521,86.7261,69.1052,13.2818,940.3724
temperate mixed hardwood community forest,short_30_year,0,118.0,82.0,0.0,0.0,733.3333
temperate mixed hardwood community forest,short_30_year,1,119.7567,82.0176,0.0,0.0,739.8391
temperate mixed hardwood community forest,short_30_year,2,121.5028,82.035,0.0,0.0,746.3056
temperate mixed hardwood community forest,short_30_year,3,123.2375,82.0524,0.0,0.0,752.7296
temperate mixed hardwood community forest,short_30_year,4,124.96,82.0696,0.0,0.0,759.1085
temperate mixed hardwood community forest,short_30_year,5,126.6695,82.0867,0.0,0.0,765.4395
temperate mixed hardwood community forest,short_30_year,6,128.3654,82.1037,0.0,0.0,771.7199
temperate mixed hardwood community forest,short_30_year,7,130.047,82.1205,0.0,0.0,777.9473
temperate mixed hardwood community forest,short_30_year,8,131.7136,82.1371,0.0,0.0,784.1194
temperate mixed hardwood community forest,short_30_year,9,133.3647,82.1536,0.0,0.0,790.2338
temperate mixed hardwood community forest,short_30_year,10,134.9996,82.17,0.0,0.0,796.2884
temperate mixed hardwood community forest,short_30_year,11,136.6178,82.1862,0.0,0.0,802.2811
temperate mixed hardwood community forest,short_30_year,12,138.2188,82.2022,0.0,0.0,808.2102
temperate mixed hardwood community forest,short_30_year,13,139.8021,82.218,0.0,0.0,814.0738
temperate mixed hardwood community forest,short_30_year,14,141.3673,82.2337,0.0,0.0,819.8702
temperate mixed hardwood community forest,short_30_year,15,142.9139,82.2491,0.0,0.0,825.5979
temperate mixed hardwood community forest,short_30_year,16,144.4416,82.2644,0.0,0.0,831.2556
temperate mixed hardwood community forest,short_30_year,17,145.9501,82.2795,0.0,0.0,836.8418
temperate mixed hardwood community forest,short_30_year,18,147.4389,82.2944,0.0,0.0,842.3555
temperate mixed hardwood community forest,short_30_year,19,148.9079,82.3091,0.0,0.0,847.7956
temperate mixed hardwood community forest,short_30_year,20,150.3567,82.3236,0.0,0.0,853.161
temperate mixed hardwood community forest,short_30_year,21,151.7852,82.3379,0.0,0.0,858.4511
temperate mixed hardwood community forest,short_30_year,22,153.1931,82.3519,0.0,0.0,863.665
temperate mixed hardwood community forest,short_30_year,23,154.5802,82.3658,0.0,0.0,868.8021
temperate mixed hardwood community forest,short_30_year,24,155.9465,82.3795,0.0,0.0,873.862
temperate mixed hardwood community forest,short_30_year,25,157.2918,82.3929,0.0,0.0,878.8441
temperate mixed hardwood community forest,short_30_year,26,158.6161,82.4062,0.0,0.0,883.7482
temperate mixed hardwood community forest,short_30_year,27,159.9192,82.4192,0.0,0.0,888.574
temperate mixed hardwood community forest,short_30_year,28,161.2011,82.432,0.0,0.0,893.3214
temperate mixed hardwood community forest,short_30_year,29,162.4618,82.4446,0.0,0.0,897.9903
temperate mixed hardwood community forest,short_30_year,30,163.7014,82.457,0.0,0.0,902.5808
temperate mixed hardwood community forest,short_30_year,31,69.2663,84.5736,84.175,11.9949,916.7029
temperate mixed hardwood community forest,short_30_year,32,70.5566,84.5865,80.2493,11.7407,906.1547
temperate mixed hardwood community forest,short_30_year,33,71.8535,84.5994,76.7862,11.503,897.3879
temperate mixed hardwood community forest,short_30_year,34,73.1564,84.6125,73.7159,11.2797,890.1361
temperate mixed hardwood community forest,short_30_year,35,74.4648,84.6256,70.9792,11.0689,884.1747
temperate mixed hardwood community forest,short_30_year,36,75.7783,84.6387,68.5266,10.8692,879.3138
temperate mixed hardwood community forest,short_30_year,37,77.0965,84.6519,66.3162,10.6792,875.3935
temperate mixed hardwood community forest,short_30_year,38,78.4187,84.6651,64.3126,10.4977,872.2785
temperate mixed hardwood community forest,short_30_year,39,79.7446,84.6784,62.4862,10.3239,869.8545
temperate mixed hardwood community forest,short_30_year,40,81.0737,84.6916,60.8117,10.1569,868.0245
temperate mixed hardwood community forest,short_30_year,41,82.4055,84.705,59.2681,9.996,866.7066
temperate mixed hardwood community forest,short_30_year,42,83.7394,84.7183,57.8375,9.8406,865.8313
temperate mixed hardwood community forest,short_30_year,43,85.075,84.7317,56.5047,9.6903,865.3395
temperate mixed hardwood community forest,short_30_year,44,86.4119,84.745,55.2569,9.5447,865.1809
temperate mixed hardwood community forest,short_30_year,45,87.7494,84.7584,54.0833,9.4032,865.3127
temperate mixed hardwood community forest,short_30_year,46,89.0873,84.7718,52.9748,9.2657,865.6984
temperate mixed hardwood community forest,short_30_year,47,90.4249,84.7852,51.9236,9.1317,866.3066
temperate mixed hardwood community forest,short_30_year,48,91.7618,84.7985,50.9231,9.0012,867.1106
temperate mixed hardwood community forest,short_30_year,49,93.0976,84.8119,49.9677,8.8739,868.0873
temperate mixed hardwood community forest,short_30_year,50,94.4318,84.8252,49.0525,8.7496,869.2166
temperate mixed hardwood community forest,short_30_year,51,95.7638,84.8385,48.1736,8.6281,870.4815
temperate mixed hardwood community forest,short_30_year,52,97.0934,84.8518,47.3274,8.5092,871.8669
temperate mixed hardwood community forest,short_30_year,53,98.42,84.8651,46.511,8.393,873.3597
temperate mixed hardwood community forest,short_30_year,54,99.7431,84.8783,45.7217,8.2792,874.9485
temperate mixed hardwood community forest,short_30_year,55,101.0625,84.8915,44.9574,8.1677,876.6232
temperate mixed hardwood community forest,short_30_year,56,102.3775,84.9047,44.2161,8.0585,878.375
temperate mixed hardwood community forest,short_30_year,57,103.688,84.9178,43.4963,7.9514,880.1958
temperate mixed hardwood community forest,short_30_year,58,104.9933,84.9308,42.7963,7.8464,882.0786
temperate mixed hardwood community forest,short_30_year,59,106.2932,84.9438,42.1151,7.7434,884.0172
temperate mixed hardwood community forest,short_30_year,60,107.5873,84.9568,41.4515,7.6424,886.0057
