citizen_id,age,gender_group,education_level,workforce_group,household_type,innovation_role
503,58,men,bachelor,scientists_and_engineers,family_with_children,producer
504,28,nonbinary,graduate,care_education_civic,shared_household,producer
505,35,women,secondary,food_and_resource_producers,single,producer
506,42,men,technical,life_support_operators,couple_no_children,innovator
507,49,nonbinary,bachelor,habitat_builders,family_with_children,producer
508,56,women,graduate,scientists_and_engineers,shared_household,producer
509,26,men,secondary,care_education_civic,single,producer
510,33,nonbinary,technical,food_and_resource_producers,couple_no_children,producer
511,40,women,bachelor,life_support_operators,family_with_children,innovator
512,47,men,graduate,habitat_builders,shared_household,producer
513,54,nonbinary,secondary,scientists_and_engineers,single,producer
514,24,women,technical,care_education_civic,couple_no_children,producer
515,31,men,bachelor,food_and_resource_producers,family_with_children,producer
516,38,nonbinary,graduate,life_support_operators,shared_household,innovator
517,45,women,secondary,habitat_builders,single,producer
518,52,men,technical,scientists_and_engineers,couple_no_children,producer
519,22,nonbinary,bachelor,care_education_civic,family_with_children,producer
520,29,women,graduate,food_and_resource_producers,shared_household,producer
521,36,men,secondary,life_support_operators,single,innovator
522,43,nonbinary,technical,habitat_builders,couple_no_children,producer
523,50,women,bachelor,scientists_and_engineers,family_with_children,producer
524,57,men,graduate,care_education_civic,shared_household,producer
525,27,nonbinary,secondary,food_and_resource_producers,single,producer
526,34,women,technical,life_support_operators,couple_no_children,innovator
527,41,men,bachelor,habitat_builders,family_with_children,producer
528,48,nonbinary,graduate,scientists_and_engineers,shared_household,producer
529,55,women,secondary,care_education_civic,single,producer
530,25,men,technical,food_and_resource_producers,couple_no_children,producer
531,32,nonbinary,bachelor,life_support_operators,family_with_children,innovator
532,39,women,graduate,habitat_builders,shared_household,producer
533,46,men,secondary,scientists_and_engineers,single,producer
534,53,nonbinary,technical,care_education_civic,couple_no_children,producer
535,23,women,bachelor,food_and_resource_producers,family_with_children,producer
536,30,men,graduate,life_support_operators,shared_household,innovator
537,37,nonbinary,secondary,habitat_builders,single,producer
538,44,women,technical,scientists_and_engineers,couple_no_children,producer
539,51,men,bachelor,care_education_civic,family_with_children,producer
540,58,nonbinary,graduate,food_and_resource_producers,shared_household,producer
541,28,women,secondary,life_support_operators,single,innovator
542,35,men,technical,habitat_builders,couple_no_children,producer
543,42,nonbinary,bachelor,scientists_and_engineers,family_with_children,producer
544,49,women,graduate,care_education_civic,shared_household,producer
545,56,men,secondary,food_and_resource_producers,single,producer
546,26,nonbinary,technical,life_support_operators,couple_no_children,innovator
547,33,women,bachelor,habitat_builders,family_with_children,producer
548,40,men,graduate,scientists_and_engineers,shared_household,producer
549,47,nonbinary,secondary,care_education_civic,single,producer
550,54,women,technical,food_and_resource_producers,couple_no_children,producer
551,24,men,bachelor,life_support_operators,family_with_children,innovator
552,31,nonbinary,graduate,habitat_builders,shared_household,producer
553,38,women,secondary,scientists_and_engineers,single,producer
554,45,men,technical,care_education_civic,couple_no_children,producer
555,52,nonbinary,bachelor,food_and_resource_producers,family_with_children,producer
556,22,women,graduate,life_support_operators,shared_household,innovator
557,29,men,secondary,habitat_builders,single,producer
558,36,nonbinary,technical,scientists_and_engineers,couple_no_children,producer
559,43,women,bachelor,care_education_civic,family_with_children,producer
560,50,men,graduate,food_and_resource_producers,shared_household,producer
561,57,nonbinary,secondary,life_support_operators,single,innovator
562,27,women,technical,habitat_builders,couple_no_children,producer
563,34,men,bachelor,scientists_and_engineers,family_with_children,producer
564,41,nonbinary,graduate,care_education_civic,shared_household,producer
565,48,women,secondary,food_and_resource_producers,single,producer
566,55,men,technical,life_support_operators,couple_no_children,innovator
567,25,nonbinary,bachelor,habitat_builders,family_with_children,producer
568,32,women,graduate,scientists_and_engineers,shared_household,producer
569,39,men,secondary,care_education_civic,single,producer
570,46,nonbinary,technical,food_and_resource_producers,couple_no_children,producer
571,53,women,bachelor,life_support_operators,family_with_children,innovator
572,23,men,graduate,habitat_builders,shared_household,producer
573,30,nonbinary,secondary,scientists_and_engineers,single,producer
574,37,women,technical,care_education_civic,couple_no_children,producer
575,44,men,bachelor,food_and_resource_producers,family_with_children,producer
576,51,nonbinary,graduate,life_support_operators,shared_household,innovator
577,58,women,secondary,habitat_builders,single,producer
578,28,men,technical,scientists_and_engineers,couple_no_children,producer
579,35,nonbinary,bachelor,care_education_civic,family_with_children,producer
580,42,women,graduate,food_and_resource_producers,shared_household,producer
581,49,men,secondary,life_support_operators,single,innovator
582,56,nonbinary,technical,habitat_builders,couple_no_children,producer
583,26,women,bachelor,scientists_and_engineers,family_with_children,producer
584,33,men,graduate,care_education_civic,shared_household,producer
585,40,nonbinary,secondary,food_and_resource_producers,single,producer
586,47,women,technical,life_support_operators,couple_no_children,innovator
587,54,men,bachelor,habitat_builders,family_with_children,producer
588,24,nonbinary,graduate,scientists_and_engineers,shared_household,producer
589,31,women,secondary,care_education_civic,single,producer
590,38,men,technical,food_and_resource_producers,couple_no_children,producer
591,45,nonbinary,bachelor,life_support_operators,family_with_children,innovator
592,52,women,graduate,habitat_builders,shared_household,producer
593,22,men,secondary,scientists_and_engineers,single,producer
594,29,nonbinary,technical,care_education_civic,couple_no_children,producer
595,36,women,bachelor,food_and_resource_producers,family_with_children,producer
596,43,men,graduate,life_support_operators,shared_household,innovator
597,50,nonbinary,secondary,habitat_builders,single,producer
598,57,women,technical,scientists_and_engineers,couple_no_children,producer
599,27,men,bachelor,care_education_civic,family_with_children,producer
600,34,nonbinary,graduate,food_and_resource_producers,shared_household,producer
601,41,women,secondary,life_support_operators,single,innovator
602,48,men,technical,habitat_builders,couple_no_children,producer
603,55,nonbinary,bachelor,scientists_and_engineers,family_with_children,producer
604,25,women,graduate,care_education_civic,shared_household,producer
605,32,men,secondary,food_and_resource_producers,single,producer
606,39,nonbinary,technical,life_support_operators,couple_no_children,innovator
607,46,women,bachelor,habitat_builders,family_with_children,producer
608,53,men,graduate,scientists_and_engineers,shared_household,producer
609,23,nonbinary,secondary,care_education_civic,single,producer
610,30,women,technical,food_and_resource_producers,couple_no_children,producer
611,37,men,bachelor,life_support_operators,family_with_children,innovator
612,44,nonbinary,graduate,habitat_builders,shared_household,producer
613,51,women,secondary,scientists_and_engineers,single,producer
614,58,men,technical,care_education_civic,couple_no_children,producer
615,28,nonbinary,bachelor,food_and_resource_producers,family_with_children,producer
616,35,women,graduate,life_support_operators,shared_household,innovator
617,42,men,secondary,habitat_builders,single,producer
618,49,nonbinary,technical,scientists_and_engineers,couple_no_children,producer
619,56,women,bachelor,care_education_civic,family_with_children,producer
620,26,men,graduate,food_and_resource_producers,shared_household,producer
621,33,nonbinary,secondary,life_support_operators,single,innovator
622,40,women,technical,habitat_builders,couple_no_children,producer
623,47,men,bachelor,scientists_and_engineers,family_with_children,producer
624,54,nonbinary,graduate,care_education_civic,shared_household,producer
625,24,women,secondary,food_and_resource_producers,single,producer
626,31,men,technical,life_support_operators,couple_no_children,innovator
627,38,nonbinary,bachelor,habitat_builders,family_with_children,producer
628,45,women,graduate,scientists_and_engineers,shared_household,producer
629,52,men,secondary,care_education_civic,single,producer
630,22,nonbinary,technical,food_and_resource_producers,couple_no_children,producer
631,29,women,bachelor,life_support_operators,family_with_children,innovator
632,36,men,graduate,habitat_builders,shared_household,producer
633,43,nonbinary,secondary,scientists_and_engineers,single,producer
