component,kind,units,year,month,month_name,date,value
St. Mary's River,flow_cms,cubic meters per second,2017,3,Mar,2017-03-01,2436.6644153218085
St. Mary's River,flow_cms,cubic meters per second,2017,4,Apr,2017-04-01,2267.3296889577828
St. Mary's River,flow_cms,cubic meters per second,2017,5,May,2017-05-01,1998.0365037200093
St. Mary's River,flow_cms,cubic meters per second,2017,6,Jun,2017-06-01,2399.5693498474147
St. Mary's River,flow_cms,cubic meters per second,2017,7,Jul,2017-07-01,3157.3280919044932
St. Mary's River,flow_cms,cubic meters per second,2017,8,Aug,2017-08-01,3191.308304552793
St. Mary's River,flow_cms,cubic meters per second,2017,9,Sep,2017-09-01,2681.6051148283004
St. Mary's River,flow_cms,cubic meters per second,2017,10,Oct,2017-10-01,2961.9418691767714
St. Mary's River,flow_cms,cubic meters per second,2017,11,Nov,2017-11-01,2930.79334091583
St. Mary's River,flow_cms,cubic meters per second,2017,12,Dec,2017-12-01,2248.9237404399537
St. Mary's River,flow_cms,cubic meters per second,2018,1,Jan,2018-01-01,2066.56326589408
St. Mary's River,flow_cms,cubic meters per second,2018,2,Feb,2018-02-01,2097.7117941550214
St. Mary's River,flow_cms,cubic meters per second,2018,3,Mar,2018-03-01,2507.456525005766
St. Mary's River,flow_cms,cubic meters per second,2018,4,Apr,2018-04-01,2339.8208092741547
St. Mary's River,flow_cms,cubic meters per second,2018,5,May,2018-05-01,2368.1376531477376
St. Mary's River,flow_cms,cubic meters per second,2018,6,Jun,2018-06-01,2564.939718069139
St. Mary's River,flow_cms,cubic meters per second,2018,7,Jul,2018-07-01,2570.3199184051196
St. Mary's River,flow_cms,cubic meters per second,2018,8,Aug,2018-08-01,2715.3021590378644
St. Mary's River,flow_cms,cubic meters per second,2018,9,Sep,2018-09-01,2593.8228988201936
St. Mary's River,flow_cms,cubic meters per second,2018,10,Oct,2018-10-01,2652.1555971997745
St. Mary's River,flow_cms,cubic meters per second,2018,11,Nov,2018-11-01,2745.601181982598
St. Mary's River,flow_cms,cubic meters per second,2018,12,Dec,2018-12-01,2205.882137752108
St. Mary's River,flow_cms,cubic meters per second,2019,1,Jan,2019-01-01,2362.757452811757
St. Mary's River,flow_cms,cubic meters per second,2019,2,Feb,2019-02-01,2534.923863563141
St. Mary's River,flow_cms,cubic meters per second,2019,3,Mar,2019-03-01,2500.943650914842
St. Mary's River,flow_cms,cubic meters per second,2019,4,Apr,2019-04-01,2410.0465820806407
St. Mary's River,flow_cms,cubic meters per second,2019,5,May,2019-05-01,2353.129725894739
St. Mary's River,flow_cms,cubic meters per second,2019,6,Jun,2019-06-01,2733.4249391169574
St. Mary's River,flow_cms,cubic meters per second,2019,7,Jul,2019-07-01,2973.2686067262043
St. Mary's River,flow_cms,cubic meters per second,2019,8,Aug,2019-08-01,3012.9121881492206
St. Mary's River,flow_cms,cubic meters per second,2019,9,Sep,2019-09-01,2902.476497042247
St. Mary's River,flow_cms,cubic meters per second,2019,10,Oct,2019-10-01,2704.2585899271667
St. Mary's River,flow_cms,cubic meters per second,2019,11,Nov,2019-11-01,2822.0566604412716
St. Mary's River,flow_cms,cubic meters per second,2019,12,Dec,2019-12-01,2614.7773632866447
St. Mary's River,flow_cms,cubic meters per second,2020,1,Jan,2020-01-01,2504.3416721796716
St. Mary's River,flow_cms,cubic meters per second,2020,2,Feb,2020-02-01,2411.1792558355837
St. Mary's River,flow_cms,cubic meters per second,2020,3,Mar,2020-03-01,2374.367358799926
St. Mary's River,flow_cms,cubic meters per second,2020,4,Apr,2020-04-01,2344.634672732664
St. Mary's River,flow_cms,cubic meters per second,2020,5,May,2020-05-01,2392.2069704402834
St. Mary's River,flow_cms,cubic meters per second,2020,6,Jun,2020-06-01,2423.921835578696
St. Mary's River,flow_cms,cubic meters per second,2020,7,Jul,2020-07-01,2429.8683727921484
St. Mary's River,flow_cms,cubic meters per second,2020,8,Aug,2020-08-01,2353.129725894739
St. Mary's River,flow_cms,cubic meters per second,2020,9,Sep,2020-09-01,2492.7317661915026
St. Mary's River,flow_cms,cubic meters per second,2020,10,Oct,2020-10-01,2425.6208462111113
St. Mary's River,flow_cms,cubic meters per second,2020,11,Nov,2020-11-01,2381.163401329586
St. Mary's River,flow_cms,cubic meters per second,2020,12,Dec,2020-12-01,2193.1395580089957
St. Mary's River,flow_cms,cubic meters per second,2021,1,Jan,2021-01-01,2193.1395580089957
St. Mary's River,flow_cms,cubic meters per second,2021,2,Feb,2021-02-01,2043.9097907952137
St. Mary's River,flow_cms,cubic meters per second,2021,3,Mar,2021-03-01,2018.424631308989
St. Mary's River,flow_cms,cubic meters per second,2021,4,Apr,2021-04-01,1947.6325216250318
St. Mary's River,flow_cms,cubic meters per second,2021,5,May,2021-05-01,2367.0049793927947
St. Mary's River,flow_cms,cubic meters per second,2021,6,Jun,2021-06-01,2212.395011843032
St. Mary's River,flow_cms,cubic meters per second,2021,7,Jul,2021-07-01,2348.8821993137017
St. Mary's River,flow_cms,cubic meters per second,2021,8,Aug,2021-08-01,2294.5138590764222
St. Mary's River,flow_cms,cubic meters per second,2021,9,Sep,2021-09-01,2099.693973226172
St. Mary's River,flow_cms,cubic meters per second,2021,10,Oct,2021-10-01,1911.1037930281097
St. Mary's River,flow_cms,cubic meters per second,2021,11,Nov,2021-11-01,1814.2601869804564
St. Mary's River,flow_cms,cubic meters per second,2021,12,Dec,2021-12-01,1715.1512334229162
St. Mary's River,flow_cms,cubic meters per second,2022,1,Jan,2022-01-01,1694.7631058339366
St. Mary's River,flow_cms,cubic meters per second,2022,2,Feb,2022-02-01,1406.7808036395984
St. Mary's River,flow_cms,cubic meters per second,2022,3,Mar,2022-03-01,1408.4798142720133
St. Mary's River,flow_cms,cubic meters per second,2022,4,Apr,2022-04-01,1662.198735379316
St. Mary's River,flow_cms,cubic meters per second,2022,5,May,2022-05-01,1913.6523089767322
St. Mary's River,flow_cms,cubic meters per second,2022,6,Jun,2022-06-01,2518.500094116463
St. Mary's River,flow_cms,cubic meters per second,2022,7,Jul,2022-07-01,2632.900143365738
St. Mary's River,flow_cms,cubic meters per second,2022,8,Aug,2022-08-01,2576.549624057308
St. Mary's River,flow_cms,cubic meters per second,2022,9,Sep,2022-09-01,2569.7535815276483
St. Mary's River,flow_cms,cubic meters per second,2022,10,Oct,2022-10-01,2510.8545462705956
St. Mary's River,flow_cms,cubic meters per second,2022,11,Nov,2022-11-01,2498.678303404955
Lake Michigan and Lake Huron,level_m,meters,2000,1,Jan,2000-01-01,175.92
Lake Michigan and Lake Huron,level_m,meters,2000,2,Feb,2000-02-01,175.87
Lake Michigan and Lake Huron,level_m,meters,2000,3,Mar,2000-03-01,175.9
Lake Michigan and Lake Huron,level_m,meters,2000,4,Apr,2000-04-01,175.92
Lake Michigan and Lake Huron,level_m,meters,2000,5,May,2000-05-01,176.0
Lake Michigan and Lake Huron,level_m,meters,2000,6,Jun,2000-06-01,176.1
Lake Michigan and Lake Huron,level_m,meters,2000,7,Jul,2000-07-01,176.13
Lake Michigan and Lake Huron,level_m,meters,2000,8,Aug,2000-08-01,176.13
Lake Michigan and Lake Huron,level_m,meters,2000,9,Sep,2000-09-01,176.09
Lake Michigan and Lake Huron,level_m,meters,2000,10,Oct,2000-10-01,175.98
Lake Michigan and Lake Huron,level_m,meters,2000,11,Nov,2000-11-01,175.89
Lake Michigan and Lake Huron,level_m,meters,2000,12,Dec,2000-12-01,175.81
Lake Michigan and Lake Huron,level_m,meters,2001,1,Jan,2001-01-01,175.77
Lake Michigan and Lake Huron,level_m,meters,2001,2,Feb,2001-02-01,175.78
Lake Michigan and Lake Huron,level_m,meters,2001,3,Mar,2001-03-01,175.78
Lake Michigan and Lake Huron,level_m,meters,2001,4,Apr,2001-04-01,175.85
Lake Michigan and Lake Huron,level_m,meters,2001,5,May,2001-05-01,175.95
Lake Michigan and Lake Huron,level_m,meters,2001,6,Jun,2001-06-01,176.06
Lake Michigan and Lake Huron,level_m,meters,2001,7,Jul,2001-07-01,176.05
Lake Michigan and Lake Huron,level_m,meters,2001,8,Aug,2001-08-01,176.03
Lake Michigan and Lake Huron,level_m,meters,2001,9,Sep,2001-09-01,176.01
Lake Michigan and Lake Huron,level_m,meters,2001,10,Oct,2001-10-01,176.03
Lake Michigan and Lake Huron,level_m,meters,2001,11,Nov,2001-11-01,176.05
Lake Michigan and Lake Huron,level_m,meters,2001,12,Dec,2001-12-01,176.05
Lake Michigan and Lake Huron,level_m,meters,2002,1,Jan,2002-01-01,175.99
Lake Michigan and Lake Huron,level_m,meters,2002,2,Feb,2002-02-01,175.95
Lake Michigan and Lake Huron,level_m,meters,2002,3,Mar,2002-03-01,175.99
Lake Michigan and Lake Huron,level_m,meters,2002,4,Apr,2002-04-01,176.06
Lake Michigan and Lake Huron,level_m,meters,2002,5,May,2002-05-01,176.19
Lake Michigan and Lake Huron,level_m,meters,2002,6,Jun,2002-06-01,176.29
Lake Michigan and Lake Huron,level_m,meters,2002,7,Jul,2002-07-01,176.33
Lake Michigan and Lake Huron,level_m,meters,2002,8,Aug,2002-08-01,176.32
Lake Michigan and Lake Huron,level_m,meters,2002,9,Sep,2002-09-01,176.24
Lake Michigan and Lake Huron,level_m,meters,2002,10,Oct,2002-10-01,176.14
Lake Michigan and Lake Huron,level_m,meters,2002,11,Nov,2002-11-01,176.01
Lake Michigan and Lake Huron,level_m,meters,2002,12,Dec,2002-12-01,175.91
Lake Michigan and Lake Huron,level_m,meters,2003,1,Jan,2003-01-01,175.82
Lake Michigan and Lake Huron,level_m,meters,2003,2,Feb,2003-02-01,175.75
Lake Michigan and Lake Huron,level_m,meters,2003,3,Mar,2003-03-01,175.73
Lake Michigan and Lake Huron,level_m,meters,2003,4,Apr,2003-04-01,175.82
Lake Michigan and Lake Huron,level_m,meters,2003,5,May,2003-05-01,175.92
Lake Michigan and Lake Huron,level_m,meters,2003,6,Jun,2003-06-01,176.0
Lake Michigan and Lake Huron,level_m,meters,2003,7,Jul,2003-07-01,176.04
Lake Michigan and Lake Huron,level_m,meters,2003,8,Aug,2003-08-01,176.02
Lake Michigan and Lake Huron,level_m,meters,2003,9,Sep,2003-09-01,175.94
Lake Michigan and Lake Huron,level_m,meters,2003,10,Oct,2003-10-01,175.87
Lake Michigan and Lake Huron,level_m,meters,2003,11,Nov,2003-11-01,175.89
Lake Michigan and Lake Huron,level_m,meters,2003,12,Dec,2003-12-01,175.9
Lake Michigan and Lake Huron,level_m,meters,2004,1,Jan,2004-01-01,175.87
Lake Michigan and Lake Huron,level_m,meters,2004,2,Feb,2004-02-01,175.84
Lake Michigan and Lake Huron,level_m,meters,2004,3,Mar,2004-03-01,175.9
Lake Michigan and Lake Huron,level_m,meters,2004,4,Apr,2004-04-01,175.98
Lake Michigan and Lake Huron,level_m,meters,2004,5,May,2004-05-01,176.12
Lake Michigan and Lake Huron,level_m,meters,2004,6,Jun,2004-06-01,176.31
Lake Michigan and Lake Huron,level_m,meters,2004,7,Jul,2004-07-01,176.37
Lake Michigan and Lake Huron,level_m,meters,2004,8,Aug,2004-08-01,176.33
Lake Michigan and Lake Huron,level_m,meters,2004,9,Sep,2004-09-01,176.28
Lake Michigan and Lake Huron,level_m,meters,2004,10,Oct,2004-10-01,176.15
Lake Michigan and Lake Huron,level_m,meters,2004,11,Nov,2004-11-01,176.1
Lake Michigan and Lake Huron,level_m,meters,2004,12,Dec,2004-12-01,176.08
Lake Michigan and Lake Huron,level_m,meters,2005,1,Jan,2005-01-01,176.08
Lake Michigan and Lake Huron,level_m,meters,2005,2,Feb,2005-02-01,176.1
Lake Michigan and Lake Huron,level_m,meters,2005,3,Mar,2005-03-01,176.1
Lake Michigan and Lake Huron,level_m,meters,2005,4,Apr,2005-04-01,176.14
Lake Michigan and Lake Huron,level_m,meters,2005,5,May,2005-05-01,176.19
Lake Michigan and Lake Huron,level_m,meters,2005,6,Jun,2005-06-01,176.21
Lake Michigan and Lake Huron,level_m,meters,2005,7,Jul,2005-07-01,176.19
Lake Michigan and Lake Huron,level_m,meters,2005,8,Aug,2005-08-01,176.17
Lake Michigan and Lake Huron,level_m,meters,2005,9,Sep,2005-09-01,176.09
Lake Michigan and Lake Huron,level_m,meters,2005,10,Oct,2005-10-01,176.0
Lake Michigan and Lake Huron,level_m,meters,2005,11,Nov,2005-11-01,175.93
Lake Michigan and Lake Huron,level_m,meters,2005,12,Dec,2005-12-01,175.88
Lake Michigan and Lake Huron,level_m,meters,2006,1,Jan,2006-01-01,175.88
Lake Michigan and Lake Huron,level_m,meters,2006,2,Feb,2006-02-01,175.92
Lake Michigan and Lake Huron,level_m,meters,2006,3,Mar,2006-03-01,175.93
Lake Michigan and Lake Huron,level_m,meters,2006,4,Apr,2006-04-01,176.01
Lake Michigan and Lake Huron,level_m,meters,2006,5,May,2006-05-01,176.09
Lake Michigan and Lake Huron,level_m,meters,2006,6,Jun,2006-06-01,176.14
Lake Michigan and Lake Huron,level_m,meters,2006,7,Jul,2006-07-01,176.14
Lake Michigan and Lake Huron,level_m,meters,2006,8,Aug,2006-08-01,176.13
Lake Michigan and Lake Huron,level_m,meters,2006,9,Sep,2006-09-01,176.04
Lake Michigan and Lake Huron,level_m,meters,2006,10,Oct,2006-10-01,175.99
Lake Michigan and Lake Huron,level_m,meters,2006,11,Nov,2006-11-01,175.94
Lake Michigan and Lake Huron,level_m,meters,2006,12,Dec,2006-12-01,175.98
Lake Michigan and Lake Huron,level_m,meters,2007,1,Jan,2007-01-01,176.0
Lake Michigan and Lake Huron,level_m,meters,2007,2,Feb,2007-02-01,175.91
Lake Michigan and Lake Huron,level_m,meters,2007,3,Mar,2007-03-01,175.92
Lake Michigan and Lake Huron,level_m,meters,2007,4,Apr,2007-04-01,176.02
Lake Michigan and Lake Huron,level_m,meters,2007,5,May,2007-05-01,176.06
Lake Michigan and Lake Huron,level_m,meters,2007,6,Jun,2007-06-01,176.08
Lake Michigan and Lake Huron,level_m,meters,2007,7,Jul,2007-07-01,176.05
Lake Michigan and Lake Huron,level_m,meters,2007,8,Aug,2007-08-01,176.0
Lake Michigan and Lake Huron,level_m,meters,2007,9,Sep,2007-09-01,175.95
Lake Michigan and Lake Huron,level_m,meters,2007,10,Oct,2007-10-01,175.88
Lake Michigan and Lake Huron,level_m,meters,2007,11,Nov,2007-11-01,175.77
Lake Michigan and Lake Huron,level_m,meters,2007,12,Dec,2007-12-01,175.68
Lake Michigan and Lake Huron,level_m,meters,2008,1,Jan,2008-01-01,175.7
Lake Michigan and Lake Huron,level_m,meters,2008,2,Feb,2008-02-01,175.76
Lake Michigan and Lake Huron,level_m,meters,2008,3,Mar,2008-03-01,175.78
Lake Michigan and Lake Huron,level_m,meters,2008,4,Apr,2008-04-01,175.92
Lake Michigan and Lake Huron,level_m,meters,2008,5,May,2008-05-01,176.04
Lake Michigan and Lake Huron,level_m,meters,2008,6,Jun,2008-06-01,176.16
Lake Michigan and Lake Huron,level_m,meters,2008,7,Jul,2008-07-01,176.24
Lake Michigan and Lake Huron,level_m,meters,2008,8,Aug,2008-08-01,176.22
Lake Michigan and Lake Huron,level_m,meters,2008,9,Sep,2008-09-01,176.18
Lake Michigan and Lake Huron,level_m,meters,2008,10,Oct,2008-10-01,176.09
Lake Michigan and Lake Huron,level_m,meters,2008,11,Nov,2008-11-01,176.0
Lake Michigan and Lake Huron,level_m,meters,2008,12,Dec,2008-12-01,175.97
Lake Michigan and Lake Huron,level_m,meters,2009,1,Jan,2009-01-01,176.01
Lake Michigan and Lake Huron,level_m,meters,2009,2,Feb,2009-02-01,176.01
Lake Michigan and Lake Huron,level_m,meters,2009,3,Mar,2009-03-01,176.09
Lake Michigan and Lake Huron,level_m,meters,2009,4,Apr,2009-04-01,176.2
Lake Michigan and Lake Huron,level_m,meters,2009,5,May,2009-05-01,176.34
Lake Michigan and Lake Huron,level_m,meters,2009,6,Jun,2009-06-01,176.42
Lake Michigan and Lake Huron,level_m,meters,2009,7,Jul,2009-07-01,176.44
Lake Michigan and Lake Huron,level_m,meters,2009,8,Aug,2009-08-01,176.44
Lake Michigan and Lake Huron,level_m,meters,2009,9,Sep,2009-09-01,176.37
Lake Michigan and Lake Huron,level_m,meters,2009,10,Oct,2009-10-01,176.29
Lake Michigan and Lake Huron,level_m,meters,2009,11,Nov,2009-11-01,176.27
Lake Michigan and Lake Huron,level_m,meters,2009,12,Dec,2009-12-01,176.22
Lake Michigan and Lake Huron,level_m,meters,2010,1,Jan,2010-01-01,176.15
Lake Michigan and Lake Huron,level_m,meters,2010,2,Feb,2010-02-01,176.11
Lake Michigan and Lake Huron,level_m,meters,2010,3,Mar,2010-03-01,176.09
Lake Michigan and Lake Huron,level_m,meters,2010,4,Apr,2010-04-01,176.11
Lake Michigan and Lake Huron,level_m,meters,2010,5,May,2010-05-01,176.13
Lake Michigan and Lake Huron,level_m,meters,2010,6,Jun,2010-06-01,176.19
Lake Michigan and Lake Huron,level_m,meters,2010,7,Jul,2010-07-01,176.26
Lake Michigan and Lake Huron,level_m,meters,2010,8,Aug,2010-08-01,176.24
Lake Michigan and Lake Huron,level_m,meters,2010,9,Sep,2010-09-01,176.16
Lake Michigan and Lake Huron,level_m,meters,2010,10,Oct,2010-10-01,176.07
Lake Michigan and Lake Huron,level_m,meters,2010,11,Nov,2010-11-01,175.96
Lake Michigan and Lake Huron,level_m,meters,2010,12,Dec,2010-12-01,175.86
Lake Michigan and Lake Huron,level_m,meters,2011,1,Jan,2011-01-01,175.81
Lake Michigan and Lake Huron,level_m,meters,2011,2,Feb,2011-02-01,175.78
Lake Michigan and Lake Huron,level_m,meters,2011,3,Mar,2011-03-01,175.81
Lake Michigan and Lake Huron,level_m,meters,2011,4,Apr,2011-04-01,175.91
Lake Michigan and Lake Huron,level_m,meters,2011,5,May,2011-05-01,176.1
Lake Michigan and Lake Huron,level_m,meters,2011,6,Jun,2011-06-01,176.21
Lake Michigan and Lake Huron,level_m,meters,2011,7,Jul,2011-07-01,176.26
Lake Michigan and Lake Huron,level_m,meters,2011,8,Aug,2011-08-01,176.24
Lake Michigan and Lake Huron,level_m,meters,2011,9,Sep,2011-09-01,176.13
Lake Michigan and Lake Huron,level_m,meters,2011,10,Oct,2011-10-01,176.08
Lake Michigan and Lake Huron,level_m,meters,2011,11,Nov,2011-11-01,176.07
Lake Michigan and Lake Huron,level_m,meters,2011,12,Dec,2011-12-01,176.04
Lake Michigan and Lake Huron,level_m,meters,2012,1,Jan,2012-01-01,175.99
Lake Michigan and Lake Huron,level_m,meters,2012,2,Feb,2012-02-01,175.96
Lake Michigan and Lake Huron,level_m,meters,2012,3,Mar,2012-03-01,176.0
Lake Michigan and Lake Huron,level_m,meters,2012,4,Apr,2012-04-01,176.03
Lake Michigan and Lake Huron,level_m,meters,2012,5,May,2012-05-01,176.05
Lake Michigan and Lake Huron,level_m,meters,2012,6,Jun,2012-06-01,176.07
Lake Michigan and Lake Huron,level_m,meters,2012,7,Jul,2012-07-01,176.04
Lake Michigan and Lake Huron,level_m,meters,2012,8,Aug,2012-08-01,175.97
Lake Michigan and Lake Huron,level_m,meters,2012,9,Sep,2012-09-01,175.86
Lake Michigan and Lake Huron,level_m,meters,2012,10,Oct,2012-10-01,175.74
Lake Michigan and Lake Huron,level_m,meters,2012,11,Nov,2012-11-01,175.68
Lake Michigan and Lake Huron,level_m,meters,2012,12,Dec,2012-12-01,175.61
Lake Michigan and Lake Huron,level_m,meters,2013,1,Jan,2013-01-01,175.57
Lake Michigan and Lake Huron,level_m,meters,2013,2,Feb,2013-02-01,175.61
Lake Michigan and Lake Huron,level_m,meters,2013,3,Mar,2013-03-01,175.63
Lake Michigan and Lake Huron,level_m,meters,2013,4,Apr,2013-04-01,175.75
Lake Michigan and Lake Huron,level_m,meters,2013,5,May,2013-05-01,175.93
Lake Michigan and Lake Huron,level_m,meters,2013,6,Jun,2013-06-01,176.05
Lake Michigan and Lake Huron,level_m,meters,2013,7,Jul,2013-07-01,176.09
Lake Michigan and Lake Huron,level_m,meters,2013,8,Aug,2013-08-01,176.08
Lake Michigan and Lake Huron,level_m,meters,2013,9,Sep,2013-09-01,176.04
Lake Michigan and Lake Huron,level_m,meters,2013,10,Oct,2013-10-01,176.01
Lake Michigan and Lake Huron,level_m,meters,2013,11,Nov,2013-11-01,176.01
Lake Michigan and Lake Huron,level_m,meters,2013,12,Dec,2013-12-01,175.97
Lake Michigan and Lake Huron,level_m,meters,2014,1,Jan,2014-01-01,175.95
Lake Michigan and Lake Huron,level_m,meters,2014,2,Feb,2014-02-01,175.95
Lake Michigan and Lake Huron,level_m,meters,2014,3,Mar,2014-03-01,175.95
Lake Michigan and Lake Huron,level_m,meters,2014,4,Apr,2014-04-01,176.06
Lake Michigan and Lake Huron,level_m,meters,2014,5,May,2014-05-01,176.27
Lake Michigan and Lake Huron,level_m,meters,2014,6,Jun,2014-06-01,176.38
Lake Michigan and Lake Huron,level_m,meters,2014,7,Jul,2014-07-01,176.46
Lake Michigan and Lake Huron,level_m,meters,2014,8,Aug,2014-08-01,176.48
Lake Michigan and Lake Huron,level_m,meters,2014,9,Sep,2014-09-01,176.51
Lake Michigan and Lake Huron,level_m,meters,2014,10,Oct,2014-10-01,176.54
Lake Michigan and Lake Huron,level_m,meters,2014,11,Nov,2014-11-01,176.54
Lake Michigan and Lake Huron,level_m,meters,2014,12,Dec,2014-12-01,176.53
Lake Michigan and Lake Huron,level_m,meters,2015,1,Jan,2015-01-01,176.51
Lake Michigan and Lake Huron,level_m,meters,2015,2,Feb,2015-02-01,176.5
Lake Michigan and Lake Huron,level_m,meters,2015,3,Mar,2015-03-01,176.48
Lake Michigan and Lake Huron,level_m,meters,2015,4,Apr,2015-04-01,176.53
Lake Michigan and Lake Huron,level_m,meters,2015,5,May,2015-05-01,176.59
Lake Michigan and Lake Huron,level_m,meters,2015,6,Jun,2015-06-01,176.68
Lake Michigan and Lake Huron,level_m,meters,2015,7,Jul,2015-07-01,176.73
