layer_ii_thickness_mm,layer_iv_thickness_mm,total_variable_thickness_mm,max_skin_temperature_c,minutes_above_44_c,final_temperature_c,feasible
1.4,1.7,3.1,55.674782,29.516667,55.674782,False
1.4,1.8,3.2,55.429521,29.516667,55.429521,False
1.4,1.9,3.3,55.190618,29.5,55.190618,False
1.4,2.0,3.4,54.95783,29.483333,54.95783,False
1.4,2.1,3.5,54.730925,29.466667,54.730925,False
1.4,2.2,3.6,54.509682,29.45,54.509682,False
1.4,2.3,3.7,54.293892,29.45,54.293892,False
1.4,2.4,3.8,54.083356,29.433333,54.083356,False
1.4,2.5,3.9,53.877885,29.416667,53.877885,False
1.4,2.6,4.0,53.677298,29.4,53.677298,False
1.4,2.7,4.1,53.481423,29.383333,53.481423,False
1.4,2.8,4.2,53.290095,29.366667,53.290095,False
1.4,2.9,4.3,53.103158,29.35,53.103158,False
1.4,3.0,4.4,52.920463,29.35,52.920463,False
1.4,3.1,4.5,52.741868,29.333333,52.741868,False
1.4,3.2,4.6,52.567234,29.316667,52.567234,False
1.4,3.3,4.7,52.396433,29.3,52.396433,False
1.4,3.4,4.8,52.229339,29.283333,52.229339,False
1.4,3.5,4.9,52.065833,29.266667,52.065833,False
1.4,3.6,5.0,51.9058,29.25,51.9058,False
1.4,3.7,5.1,51.749132,29.233333,51.749132,False
1.4,3.8,5.2,51.595723,29.216667,51.595723,False
1.4,3.9,5.3,51.445472,29.2,51.445472,False
1.4,4.0,5.4,51.298283,29.183333,51.298283,False
1.4,4.1,5.5,51.154063,29.166667,51.154063,False
1.4,4.2,5.6,51.012724,29.15,51.012724,False
1.4,4.3,5.7,50.874179,29.133333,50.874179,False
1.4,4.4,5.8,50.738347,29.116667,50.738347,False
1.4,4.5,5.9,50.605149,29.1,50.605149,False
1.4,4.6,6.0,50.47451,29.083333,50.47451,False
1.4,4.7,6.1,50.346355,29.066667,50.346355,False
1.4,4.8,6.2,50.220615,29.05,50.220615,False
1.4,4.9,6.3,50.097222,29.033333,50.097222,False
1.4,5.0,6.4,49.976111,29.016667,49.976111,False
1.4,5.1,6.5,49.857219,29.0,49.857219,False
1.4,5.2,6.6,49.740486,28.983333,49.740486,False
1.4,5.3,6.7,49.625854,28.966667,49.625854,False
1.4,5.4,6.8,49.513266,28.95,49.513266,False
1.4,5.5,6.9,49.402669,28.933333,49.402669,False
1.4,5.6,7.0,49.294009,28.916667,49.294009,False
1.4,5.7,7.1,49.187237,28.883333,49.187237,False
1.4,5.8,7.2,49.082303,28.866667,49.082303,False
1.4,5.9,7.3,48.979161,28.85,48.979161,False
1.4,6.0,7.4,48.877765,28.833333,48.877765,False
1.4,6.1,7.5,48.778071,28.816667,48.778071,False
1.4,6.2,7.6,48.680037,28.783333,48.680037,False
1.4,6.3,7.7,48.583621,28.766667,48.583621,False
1.4,6.4,7.8,48.488784,28.75,48.488784,False
1.5,0.6,2.1,58.851606,29.65,58.851606,False
1.5,0.7,2.2,58.516551,29.633333,58.516551,False
1.5,0.8,2.3,58.191616,29.616667,58.191616,False
1.5,0.9,2.4,57.87635,29.6,57.87635,False
1.5,1.0,2.5,57.570326,29.583333,57.570326,False
1.5,1.1,2.6,57.273144,29.583333,57.273144,False
1.5,1.2,2.7,56.984427,29.566667,56.984427,False
1.5,1.3,2.8,56.703818,29.55,56.703818,False
1.5,1.4,2.9,56.43098,29.533333,56.43098,False
1.5,1.5,3.0,56.165595,29.516667,56.165595,False
1.5,1.6,3.1,55.907361,29.516667,55.907361,False
1.5,1.7,3.2,55.655994,29.5,55.655994,False
1.5,1.8,3.3,55.411223,29.483333,55.411223,False
1.5,1.9,3.4,55.172791,29.466667,55.172791,False
1.5,2.0,3.5,54.940456,29.45,54.940456,False
1.5,2.1,3.6,54.713987,29.433333,54.713987,False
1.5,2.2,3.7,54.493164,29.416667,54.493164,False
1.5,2.3,3.8,54.277778,29.416667,54.277778,False
1.5,2.4,3.9,54.067633,29.4,54.067633,False
1.5,2.5,4.0,53.862537,29.383333,53.862537,False
1.5,2.6,4.1,53.662312,29.366667,53.662312,False
1.5,2.7,4.2,53.466787,29.35,53.466787,False
1.5,2.8,4.3,53.275797,29.333333,53.275797,False
1.5,2.9,4.4,53.089186,29.316667,53.089186,False
1.5,3.0,4.5,52.906806,29.3,52.906806,False
1.5,3.1,4.6,52.728515,29.283333,52.728515,False
1.5,3.2,4.7,52.554176,29.266667,52.554176,False
1.5,3.3,4.8,52.38366,29.25,52.38366,False
1.5,3.4,4.9,52.216841,29.233333,52.216841,False
1.5,3.5,5.0,52.053602,29.216667,52.053602,False
1.5,3.6,5.1,51.893828,29.216667,51.893828,False
1.5,3.7,5.2,51.73741,29.2,51.73741,False
1.5,3.8,5.3,51.584243,29.183333,51.584243,False
1.5,3.9,5.4,51.434227,29.166667,51.434227,False
1.5,4.0,5.5,51.287266,29.15,51.287266,False
1.5,4.1,5.6,51.143268,29.116667,51.143268,False
1.5,4.2,5.7,51.002143,29.1,51.002143,False
1.5,4.3,5.8,50.863806,29.083333,50.863806,False
1.5,4.4,5.9,50.728176,29.066667,50.728176,False
1.5,4.5,6.0,50.595175,29.05,50.595175,False
1.5,4.6,6.1,50.464725,29.033333,50.464725,False
1.5,4.7,6.2,50.336756,29.016667,50.336756,False
1.5,4.8,6.3,50.211195,29.0,50.211195,False
1.5,4.9,6.4,50.087977,28.983333,50.087977,False
1.5,5.0,6.5,49.967037,28.966667,49.967037,False
1.5,5.1,6.6,49.84831,28.95,49.84831,False
1.5,5.2,6.7,49.731739,28.916667,49.731739,False
1.5,5.3,6.8,49.617263,28.9,49.617263,False
1.5,5.4,6.9,49.504828,28.883333,49.504828,False
1.5,5.5,7.0,49.394379,28.866667,49.394379,False
1.5,5.6,7.1,49.285864,28.85,49.285864,False
1.5,5.7,7.2,49.179232,28.833333,49.179232,False
1.5,5.8,7.3,49.074436,28.8,49.074436,False
1.5,5.9,7.4,48.971428,28.783333,48.971428,False
1.5,6.0,7.5,48.870162,28.766667,48.870162,False
1.5,6.1,7.6,48.770595,28.75,48.770595,False
1.5,6.2,7.7,48.672685,28.716667,48.672685,False
1.5,6.3,7.8,48.57639,28.7,48.57639,False
1.5,6.4,7.9,48.481671,28.683333,48.481671,False
1.6,0.6,2.2,58.825886,29.616667,58.825886,False
1.6,0.7,2.3,58.491614,29.616667,58.491614,False
1.6,0.8,2.4,58.167426,29.6,58.167426,False
1.6,0.9,2.5,57.852873,29.583333,57.852873,False
1.6,1.0,2.6,57.547532,29.566667,57.547532,False
1.6,1.1,2.7,57.251004,29.55,57.251004,False
1.6,1.2,2.8,56.962913,29.533333,56.962913,False
1.6,1.3,2.9,56.682903,29.533333,56.682903,False
1.6,1.4,3.0,56.41064,29.516667,56.41064,False
1.6,1.5,3.1,56.145806,29.5,56.145806,False
1.6,1.6,3.2,55.888102,29.483333,55.888102,False
1.6,1.7,3.3,55.637243,29.466667,55.637243,False
1.6,1.8,3.4,55.39296,29.45,55.39296,False
1.6,1.9,3.5,55.154999,29.433333,55.154999,False
1.6,2.0,3.6,54.923115,29.416667,54.923115,False
1.6,2.1,3.7,54.697081,29.4,54.697081,False
1.6,2.2,3.8,54.476676,29.4,54.476676,False
1.6,2.3,3.9,54.261695,29.383333,54.261695,False
1.6,2.4,4.0,54.051937,29.366667,54.051937,False
1.6,2.5,4.1,53.847217,29.35,53.847217,False
1.6,2.6,4.2,53.647354,29.333333,53.647354,False
1.6,2.7,4.3,53.452177,29.316667,53.452177,False
1.6,2.8,4.4,53.261524,29.3,53.261524,False
1.6,2.9,4.5,53.075238,29.283333,53.075238,False
1.6,3.0,4.6,52.893173,29.266667,52.893173,False
1.6,3.1,4.7,52.715185,29.25,52.715185,False
1.6,3.2,4.8,52.54114,29.233333,52.54114,False
1.6,3.3,4.9,52.370908,29.216667,52.370908,False
1.6,3.4,5.0,52.204364,29.2,52.204364,False
1.6,3.5,5.1,52.041391,29.183333,52.041391,False
1.6,3.6,5.2,51.881875,29.166667,51.881875,False
1.6,3.7,5.3,51.725706,29.15,51.725706,False
1.6,3.8,5.4,51.572782,29.133333,51.572782,False
1.6,3.9,5.5,51.423,29.116667,51.423,False
1.6,4.0,5.6,51.276267,29.1,51.276267,False
1.6,4.1,5.7,51.132488,29.083333,51.132488,False
1.6,4.2,5.8,50.991577,29.066667,50.991577,False
1.6,4.3,5.9,50.853449,29.033333,50.853449,False
1.6,4.4,6.0,50.71802,29.016667,50.71802,False
1.6,4.5,6.1,50.585215,29.0,50.585215,False
1.6,4.6,6.2,50.454955,28.983333,50.454955,False
1.6,4.7,6.3,50.32717,28.966667,50.32717,False
1.6,4.8,6.4,50.20179,28.95,50.20179,False
1.6,4.9,6.5,50.078746,28.933333,50.078746,False
1.6,5.0,6.6,49.957975,28.9,49.957975,False
1.6,5.1,6.7,49.839414,28.883333,49.839414,False
1.6,5.2,6.8,49.723003,28.866667,49.723003,False
1.6,5.3,6.9,49.608684,28.85,49.608684,False
1.6,5.4,7.0,49.496401,28.833333,49.496401,False
1.6,5.5,7.1,49.3861,28.8,49.3861,False
1.6,5.6,7.2,49.277729,28.783333,49.277729,False
1.6,5.7,7.3,49.171238,28.766667,49.171238,False
1.6,5.8,7.4,49.066579,28.733333,49.066579,False
1.6,5.9,7.5,48.963704,28.716667,48.963704,False
1.6,6.0,7.6,48.862568,28.7,48.862568,False
1.6,6.1,7.7,48.763128,28.666667,48.763128,False
1.6,6.2,7.8,48.665342,28.65,48.665342,False
1.6,6.3,7.9,48.569167,28.633333,48.569167,False
1.6,6.4,8.0,48.474566,28.6,48.474566,False
1.7,0.6,2.3,58.800226,29.6,58.800226,False
1.7,0.7,2.4,58.466733,29.583333,58.466733,False
1.7,0.8,2.5,58.14329,29.566667,58.14329,False
1.7,0.9,2.6,57.829449,29.566667,57.829449,False
1.7,1.0,2.7,57.524789,29.55,57.524789,False
1.7,1.1,2.8,57.228912,29.533333,57.228912,False
1.7,1.2,2.9,56.941444,29.516667,56.941444,False
1.7,1.3,3.0,56.662033,29.5,56.662033,False
1.7,1.4,3.1,56.390343,29.483333,56.390343,False
1.7,1.5,3.2,56.126059,29.466667,56.126059,False
1.7,1.6,3.3,55.868882,29.45,55.868882,False
1.7,1.7,3.4,55.61853,29.433333,55.61853,False
1.7,1.8,3.5,55.374735,29.416667,55.374735,False
1.7,1.9,3.6,55.137241,29.4,55.137241,False
1.7,2.0,3.7,54.905808,29.4,54.905808,False
1.7,2.1,3.8,54.680207,29.383333,54.680207,False
1.7,2.2,3.9,54.46022,29.366667,54.46022,False
1.7,2.3,4.0,54.245641,29.35,54.245641,False
1.7,2.4,4.1,54.036271,29.333333,54.036271,False
1.7,2.5,4.2,53.831924,29.316667,53.831924,False
1.7,2.6,4.3,53.632422,29.3,53.632422,False
1.7,2.7,4.4,53.437593,29.283333,53.437593,False
1.7,2.8,4.5,53.247275,29.266667,53.247275,False
1.7,2.9,4.6,53.061315,29.25,53.061315,False
1.7,3.0,4.7,52.879563,29.233333,52.879563,False
1.7,3.1,4.8,52.701878,29.216667,52.701878,False
1.7,3.2,4.9,52.528126,29.2,52.528126,False
1.7,3.3,5.0,52.358177,29.183333,52.358177,False
1.7,3.4,5.1,52.191908,29.15,52.191908,False
1.7,3.5,5.2,52.0292,29.133333,52.0292,False
1.7,3.6,5.3,51.869941,29.116667,51.869941,False
1.7,3.7,5.4,51.714022,29.1,51.714022,False
1.7,3.8,5.5,51.561338,29.083333,51.561338,False
1.7,3.9,5.6,51.411791,29.066667,51.411791,False
1.7,4.0,5.7,51.265284,29.05,51.265284,False
1.7,4.1,5.8,51.121726,29.033333,51.121726,False
1.7,4.2,5.9,50.981028,29.016667,50.981028,False
1.7,4.3,6.0,50.843107,28.983333,50.843107,False
1.7,4.4,6.1,50.70788,28.966667,50.70788,False
1.7,4.5,6.2,50.575269,28.95,50.575269,False
1.7,4.6,6.3,50.445199,28.933333,50.445199,False
1.7,4.7,6.4,50.317599,28.916667,50.317599,False
1.7,4.8,6.5,50.192397,28.883333,50.192397,False
1.7,4.9,6.6,50.069528,28.866667,50.069528,False
1.7,5.0,6.7,49.948926,28.85,49.948926,False
1.7,5.1,6.8,49.83053,28.833333,49.83053,False
1.7,5.2,6.9,49.714279,28.8,49.714279,False
1.7,5.3,7.0,49.600116,28.783333,49.600116,False
1.7,5.4,7.1,49.487985,28.766667,49.487985,False
1.7,5.5,7.2,49.377832,28.75,49.377832,False
1.7,5.6,7.3,49.269605,28.716667,49.269605,False
1.7,5.7,7.4,49.163255,28.7,49.163255,False
1.7,5.8,7.5,49.058732,28.683333,49.058732,False
1.7,5.9,7.6,48.95599,28.65,48.95599,False
1.7,6.0,7.7,48.854984,28.633333,48.854984,False
1.7,6.1,7.8,48.755671,28.6,48.755671,False
1.7,6.2,7.9,48.658008,28.583333,48.658008,False
1.7,6.3,8.0,48.561954,28.55,48.561954,False
1.7,6.4,8.1,48.46747,28.533333,48.46747,False
1.8,0.6,2.4,58.774627,29.583333,58.774627,False
1.8,0.7,2.5,58.441911,29.566667,58.441911,False
1.8,0.8,2.6,58.11921,29.55,58.11921,False
1.8,0.9,2.7,57.806078,29.533333,57.806078,False
1.8,1.0,2.8,57.502095,29.516667,57.502095,False
1.8,1.1,2.9,57.206868,29.5,57.206868,False
1.8,1.2,3.0,56.920022,29.483333,56.920022,False
1.8,1.3,3.1,56.641206,29.466667,56.641206,False
1.8,1.4,3.2,56.370088,29.466667,56.370088,False
1.8,1.5,3.3,56.106352,29.45,56.106352,False
1.8,1.6,3.4,55.849702,29.433333,55.849702,False
1.8,1.7,3.5,55.599855,29.416667,55.599855,False
1.8,1.8,3.6,55.356545,29.4,55.356545,False
1.8,1.9,3.7,55.119518,29.383333,55.119518,False
1.8,2.0,3.8,54.888535,29.366667,54.888535,False
1.8,2.1,3.9,54.663366,29.35,54.663366,False
1.8,2.2,4.0,54.443795,29.333333,54.443795,False
1.8,2.3,4.1,54.229617,29.316667,54.229617,False
1.8,2.4,4.2,54.020634,29.3,54.020634,False
1.8,2.5,4.3,53.81666,29.283333,53.81666,False
1.8,2.6,4.4,53.617516,29.266667,53.617516,False
1.8,2.7,4.5,53.423035,29.25,53.423035,False
1.8,2.8,4.6,53.233052,29.216667,53.233052,False
1.8,2.9,4.7,53.047415,29.2,53.047415,False
1.8,3.0,4.8,52.865976,29.183333,52.865976,False
1.8,3.1,4.9,52.688593,29.166667,52.688593,False
1.8,3.2,5.0,52.515133,29.15,52.515133,False
1.8,3.3,5.1,52.345467,29.133333,52.345467,False
1.8,3.4,5.2,52.179472,29.116667,52.179472,False
1.8,3.5,5.3,52.017029,29.1,52.017029,False
1.8,3.6,5.4,51.858026,29.083333,51.858026,False
1.8,3.7,5.5,51.702355,29.066667,51.702355,False
1.8,3.8,5.6,51.549912,29.033333,51.549912,False
1.8,3.9,5.7,51.400598,29.016667,51.400598,False
1.8,4.0,5.8,51.254318,29.0,51.254318,False
1.8,4.1,5.9,51.110979,28.983333,51.110979,False
1.8,4.2,6.0,50.970495,28.966667,50.970495,False
1.8,4.3,6.1,50.83278,28.933333,50.83278,False
1.8,4.4,6.2,50.697754,28.916667,50.697754,False
1.8,4.5,6.3,50.565338,28.9,50.565338,False
1.8,4.6,6.4,50.435458,28.883333,50.435458,False
1.8,4.7,6.5,50.308041,28.85,50.308041,False
1.8,4.8,6.6,50.183018,28.833333,50.183018,False
1.8,4.9,6.7,50.060323,28.816667,50.060323,False
1.8,5.0,6.8,49.93989,28.8,49.93989,False
1.8,5.1,6.9,49.821659,28.766667,49.821659,False
1.8,5.2,7.0,49.705568,28.75,49.705568,False
1.8,5.3,7.1,49.59156,28.733333,49.59156,False
1.8,5.4,7.2,49.479581,28.7,49.479581,False
1.8,5.5,7.3,49.369575,28.683333,49.369575,False
1.8,5.6,7.4,49.261492,28.65,49.261492,False
1.8,5.7,7.5,49.155281,28.633333,49.155281,False
1.8,5.8,7.6,49.050895,28.616667,49.050895,False
1.8,5.9,7.7,48.948286,28.583333,48.948286,False
1.8,6.0,7.8,48.84741,28.566667,48.84741,False
1.8,6.1,7.9,48.748223,28.533333,48.748223,False
1.8,6.2,8.0,48.650683,28.516667,48.650683,False
1.8,6.3,8.1,48.554749,28.483333,48.554749,False
1.8,6.4,8.2,48.460382,28.466667,48.460382,False
1.9,0.6,2.5,58.749088,29.566667,58.749088,False
1.9,0.7,2.6,58.417146,29.55,58.417146,False
1.9,0.8,2.7,58.095184,29.533333,58.095184,False
1.9,0.9,2.8,57.782759,29.516667,57.782759,False
1.9,1.0,2.9,57.479453,29.5,57.479453,False
1.9,1.1,3.0,57.184872,29.483333,57.184872,False
1.9,1.2,3.1,56.898646,29.466667,56.898646,False
1.9,1.3,3.2,56.620424,29.45,56.620424,False
1.9,1.4,3.3,56.349875,29.433333,56.349875,False
1.9,1.5,3.4,56.086686,29.416667,56.086686,False
1.9,1.6,3.5,55.83056,29.4,55.83056,False
1.9,1.7,3.6,55.581217,29.383333,55.581217,False
1.9,1.8,3.7,55.338391,29.366667,55.338391,False
1.9,1.9,3.8,55.10183,29.35,55.10183,False
1.9,2.0,3.9,54.871294,29.333333,54.871294,False
1.9,2.1,4.0,54.646557,29.316667,54.646557,False
1.9,2.2,4.1,54.427401,29.3,54.427401,False
1.9,2.3,4.2,54.213623,29.283333,54.213623,False
1.9,2.4,4.3,54.005025,29.266667,54.005025,False
1.9,2.5,4.4,53.801423,29.25,53.801423,False
1.9,2.6,4.5,53.602638,29.216667,53.602638,False
1.9,2.7,4.6,53.408502,29.2,53.408502,False
1.9,2.8,4.7,53.218854,29.183333,53.218854,False
1.9,2.9,4.8,53.03354,29.166667,53.03354,False
1.9,3.0,4.9,52.852412,29.15,52.852412,False
1.9,3.1,5.0,52.675331,29.133333,52.675331,False
1.9,3.2,5.1,52.502163,29.116667,52.502163,False
1.9,3.3,5.2,52.332779,29.1,52.332779,False
1.9,3.4,5.3,52.167056,29.066667,52.167056,False
1.9,3.5,5.4,52.004877,29.05,52.004877,False
1.9,3.6,5.5,51.846131,29.033333,51.846131,False
1.9,3.7,5.6,51.690707,29.016667,51.690707,False
1.9,3.8,5.7,51.538505,29.0,51.538505,False
1.9,3.9,5.8,51.389424,28.966667,51.389424,False
1.9,4.0,5.9,51.243369,28.95,51.243369,False
1.9,4.1,6.0,51.100249,28.933333,51.100249,False
1.9,4.2,6.1,50.959977,28.916667,50.959977,False
1.9,4.3,6.2,50.822469,28.883333,50.822469,False
1.9,4.4,6.3,50.687643,28.866667,50.687643,False
1.9,4.5,6.4,50.555421,28.85,50.555421,False
1.9,4.6,6.5,50.42573,28.816667,50.42573,False
1.9,4.7,6.6,50.298497,28.8,50.298497,False
1.9,4.8,6.7,50.173653,28.783333,50.173653,False
1.9,4.9,6.8,50.051131,28.75,50.051131,False
1.9,5.0,6.9,49.930867,28.733333,49.930867,False
1.9,5.1,7.0,49.812799,28.716667,49.812799,False
1.9,5.2,7.1,49.696868,28.683333,49.696868,False
1.9,5.3,7.2,49.583016,28.666667,49.583016,False
1.9,5.4,7.3,49.471187,28.65,49.471187,False
1.9,5.5,7.4,49.361329,28.616667,49.361329,False
1.9,5.6,7.5,49.253389,28.6,49.253389,False
1.9,5.7,7.6,49.147319,28.566667,49.147319,False
1.9,5.8,7.7,49.043068,28.55,49.043068,False
1.9,5.9,7.8,48.940592,28.516667,48.940592,False
1.9,6.0,7.9,48.839845,28.5,48.839845,False
1.9,6.1,8.0,48.740784,28.466667,48.740784,False
1.9,6.2,8.1,48.643367,28.45,48.643367,False
1.9,6.3,8.2,48.547553,28.416667,48.547553,False
1.9,6.4,8.3,48.453303,28.383333,48.453303,False
2.0,0.6,2.6,58.723608,29.533333,58.723608,False
2.0,0.7,2.7,58.392438,29.516667,58.392438,False
2.0,0.8,2.8,58.071213,29.5,58.071213,False
2.0,0.9,2.9,57.759492,29.483333,57.759492,False
2.0,1.0,3.0,57.45686,29.466667,57.45686,False
2.0,1.1,3.1,57.162924,29.45,57.162924,False
2.0,1.2,3.2,56.877316,29.433333,56.877316,False
2.0,1.3,3.3,56.599686,29.416667,56.599686,False
2.0,1.4,3.4,56.329704,29.4,56.329704,False
2.0,1.5,3.5,56.06706,29.383333,56.06706,False
2.0,1.6,3.6,55.811457,29.366667,55.811457,False
2.0,1.7,3.7,55.562616,29.35,55.562616,False
2.0,1.8,3.8,55.320273,29.333333,55.320273,False
2.0,1.9,3.9,55.084176,29.316667,55.084176,False
2.0,2.0,4.0,54.854087,29.3,54.854087,False
2.0,2.1,4.1,54.629779,29.283333,54.629779,False
2.0,2.2,4.2,54.411038,29.266667,54.411038,False
2.0,2.3,4.3,54.197658,29.25,54.197658,False
2.0,2.4,4.4,53.989445,29.233333,53.989445,False
2.0,2.5,4.5,53.786213,29.2,53.786213,False
2.0,2.6,4.6,53.587786,29.183333,53.587786,False
2.0,2.7,4.7,53.393995,29.166667,53.393995,False
2.0,2.8,4.8,53.20468,29.15,53.20468,False
2.0,2.9,4.9,53.019688,29.133333,53.019688,False
2.0,3.0,5.0,52.838871,29.116667,52.838871,False
2.0,3.1,5.1,52.662091,29.083333,52.662091,False
2.0,3.2,5.2,52.489214,29.066667,52.489214,False
2.0,3.3,5.3,52.320111,29.05,52.320111,False
2.0,3.4,5.4,52.15466,29.033333,52.15466,False
2.0,3.5,5.5,51.992745,29.016667,51.992745,False
2.0,3.6,5.6,51.834254,28.983333,51.834254,False
2.0,3.7,5.7,51.679078,28.966667,51.679078,False
2.0,3.8,5.8,51.527115,28.95,51.527115,False
2.0,3.9,5.9,51.378266,28.933333,51.378266,False
2.0,4.0,6.0,51.232437,28.9,51.232437,False
2.0,4.1,6.1,51.089535,28.883333,51.089535,False
2.0,4.2,6.2,50.949475,28.866667,50.949475,False
2.0,4.3,6.3,50.812173,28.833333,50.812173,False
2.0,4.4,6.4,50.677546,28.816667,50.677546,False
2.0,4.5,6.5,50.545519,28.8,50.545519,False
2.0,4.6,6.6,50.416016,28.766667,50.416016,False
2.0,4.7,6.7,50.288966,28.75,50.288966,False
2.0,4.8,6.8,50.1643,28.733333,50.1643,False
2.0,4.9,6.9,50.041951,28.7,50.041951,False
2.0,5.0,7.0,49.921856,28.683333,49.921856,False
2.0,5.1,7.1,49.803952,28.65,49.803952,False
2.0,5.2,7.2,49.68818,28.633333,49.68818,False
2.0,5.3,7.3,49.574483,28.6,49.574483,False
2.0,5.4,7.4,49.462805,28.583333,49.462805,False
2.0,5.5,7.5,49.353094,28.55,49.353094,False
2.0,5.6,7.6,49.245297,28.533333,49.245297,False
2.0,5.7,7.7,49.139366,28.5,49.139366,False
2.0,5.8,7.8,49.035252,28.483333,49.035252,False
2.0,5.9,7.9,48.932908,28.45,48.932908,False
2.0,6.0,8.0,48.83229,28.433333,48.83229,False
2.0,6.1,8.1,48.733355,28.4,48.733355,False
2.0,6.2,8.2,48.63606,28.366667,48.63606,False
2.0,6.3,8.3,48.540366,28.35,48.540366,False
2.0,6.4,8.4,48.446233,28.316667,48.446233,False
2.1,0.6,2.7,58.698189,29.516667,58.698189,False
2.1,0.7,2.8,58.367787,29.5,58.367787,False
2.1,0.8,2.9,58.047296,29.483333,58.047296,False
2.1,0.9,3.0,57.736277,29.466667,57.736277,False
2.1,1.0,3.1,57.434316,29.45,57.434316,False
2.1,1.1,3.2,57.141024,29.433333,57.141024,False
2.1,1.2,3.3,56.856031,29.416667,56.856031,False
2.1,1.3,3.4,56.578991,29.4,56.578991,False
2.1,1.4,3.5,56.309576,29.383333,56.309576,False
2.1,1.5,3.6,56.047474,29.366667,56.047474,False
2.1,1.6,3.7,55.792392,29.35,55.792392,False
2.1,1.7,3.8,55.544053,29.316667,55.544053,False
2.1,1.8,3.9,55.302191,29.3,55.302191,False
2.1,1.9,4.0,55.066557,29.283333,55.066557,False
2.1,2.0,4.1,54.836913,29.266667,54.836913,False
2.1,2.1,4.2,54.613034,29.25,54.613034,False
2.1,2.2,4.3,54.394705,29.233333,54.394705,False
2.1,2.3,4.4,54.181723,29.216667,54.181723,False
2.1,2.4,4.5,53.973893,29.2,53.973893,False
2.1,2.5,4.6,53.771031,29.166667,53.771031,False
2.1,2.6,4.7,53.572961,29.15,53.572961,False
2.1,2.7,4.8,53.379514,29.133333,53.379514,False
2.1,2.8,4.9,53.190532,29.116667,53.190532,False
2.1,2.9,5.0,53.00586,29.1,53.00586,False
2.1,3.0,5.1,52.825354,29.066667,52.825354,False
2.1,3.1,5.2,52.648874,29.05,52.648874,False
2.1,3.2,5.3,52.476286,29.033333,52.476286,False
2.1,3.3,5.4,52.307464,29.016667,52.307464,False
2.1,3.4,5.5,52.142285,28.983333,52.142285,False
2.1,3.5,5.6,51.980633,28.966667,51.980633,False
2.1,3.6,5.7,51.822396,28.95,51.822396,False
2.1,3.7,5.8,51.667467,28.916667,51.667467,False
2.1,3.8,5.9,51.515743,28.9,51.515743,False
2.1,3.9,6.0,51.367126,28.883333,51.367126,False
2.1,4.0,6.1,51.221521,28.85,51.221521,False
2.1,4.1,6.2,51.078838,28.833333,51.078838,False
2.1,4.2,6.3,50.938989,28.816667,50.938989,False
2.1,4.3,6.4,50.801892,28.783333,50.801892,False
2.1,4.4,6.5,50.667465,28.766667,50.667465,False
2.1,4.5,6.6,50.535631,28.75,50.535631,False
2.1,4.6,6.7,50.406317,28.716667,50.406317,False
2.1,4.7,6.8,50.279449,28.7,50.279449,False
2.1,4.8,6.9,50.154961,28.666667,50.154961,False
2.1,4.9,7.0,50.032785,28.65,50.032785,False
2.1,5.0,7.1,49.912857,28.616667,49.912857,False
2.1,5.1,7.2,49.795116,28.6,49.795116,False
2.1,5.2,7.3,49.679504,28.566667,49.679504,False
2.1,5.3,7.4,49.565961,28.55,49.565961,False
2.1,5.4,7.5,49.454434,28.516667,49.454434,False
2.1,5.5,7.6,49.34487,28.5,49.34487,False
2.1,5.6,7.7,49.237216,28.466667,49.237216,False
2.1,5.7,7.8,49.131424,28.433333,49.131424,False
2.1,5.8,7.9,49.027445,28.416667,49.027445,False
2.1,5.9,8.0,48.925233,28.383333,48.925233,False
2.1,6.0,8.1,48.824744,28.35,48.824744,False
2.1,6.1,8.2,48.725935,28.333333,48.725935,False
2.1,6.2,8.3,48.628763,28.3,48.628763,False
2.1,6.3,8.4,48.533188,28.266667,48.533188,False
2.1,6.4,8.5,48.439172,28.25,48.439172,False
2.2,0.6,2.8,58.672828,29.5,58.672828,False
2.2,0.7,2.9,58.343192,29.483333,58.343192,False
2.2,0.8,3.0,58.023434,29.466667,58.023434,False
2.2,0.9,3.1,57.713114,29.45,57.713114,False
2.2,1.0,3.2,57.411823,29.433333,57.411823,False
2.2,1.1,3.3,57.119171,29.4,57.119171,False
